algorithm,breakfast_ids,breakfast_names,carbohydrate_RLL,carbohydrate_RUL,carbohydrate_ok,carbohydrate_value,distinct_groups,diversity_enabled,energy_RLL,energy_RUL,energy_ok,energy_value,experiment,fiber_RLL,fiber_RUL,fiber_ok,fiber_value,food_count,forbidden_items,lunch_dinner_ids,lunch_dinner_names,objective_co2,objective_cost,objective_preference,objective_time,penalty,protein_RLL,protein_RUL,protein_ok,protein_value,rank,sodium_RLL,sodium_RUL,sodium_ok,sodium_value,user_id,username,vegetarian,violated_nutrients
SPEA2,61 24 25 74 87 16,PERMESAN PEYNİRİ | HAVUÇ SALATASI | HAVUÇ SUYU | SEMİZOTU SALATASI | VİŞNE REÇELİ | EKMEK,170.0,300.0,True,288.5784,11,False,2000.0,2400.0,True,2105.5425,user2_spea2_nodiversity_sample_menus,20.0,9999.0,True,27.7085,13,0,108 388 350 208 139 354 397,ARPA ŞEHRİYE PİLAVI | YOĞURTLU KABAK KIZARTMASI | SEBZELİ MAKARNA | GREYFURT SUYU LD | ÇİLEK | SOSLU MAKARNA | ZEYTİNYAĞLI BİBER DOLMASI,36.6,23.03,82.5,420.0,0.0,40.0,100.0,True,52.4367,1,1500.0,2300.0,True,2299.011,2,user_orbit_1740,True,0
SPEA2,60,PATATESLİ YUFKA BÖREĞİ,170.0,300.0,True,299.4062,7,False,2000.0,2400.0,True,2359.709,user2_spea2_nodiversity_sample_menus,20.0,9999.0,True,33.9615,9,0,359 401 212 275 270 129 147 341,SÜTLÜ İRMİK TATLISI | ZEYTİNYAĞLI KARNABAHAR | HAVUÇ SALATASI LD | KREMALI MANTARLI FESLEĞENLİ MAKARNA | KREMALI BROKOLİ ÇORBASI | BULGUR PİLAVI | DOMATES SALATALIK SÖĞÜŞ LD | SARAY ÇORBASI,29.2,11.9,66.1,467.0,0.0,40.0,100.0,True,71.8177,2,1500.0,2300.0,True,1536.6676,2,user_orbit_1740,True,0
SPEA2,60,PATATESLİ YUFKA BÖREĞİ,170.0,300.0,True,299.4062,7,False,2000.0,2400.0,True,2359.709,user2_spea2_nodiversity_sample_menus,20.0,9999.0,True,33.9615,9,0,359 401 212 275 270 129 147 341,SÜTLÜ İRMİK TATLISI | ZEYTİNYAĞLI KARNABAHAR | HAVUÇ SALATASI LD | KREMALI MANTARLI FESLEĞENLİ MAKARNA | KREMALI BROKOLİ ÇORBASI | BULGUR PİLAVI | DOMATES SALATALIK SÖĞÜŞ LD | SARAY ÇORBASI,29.2,11.9,66.1,467.0,0.0,40.0,100.0,True,71.8177,3,1500.0,2300.0,True,1536.6676,2,user_orbit_1740,True,0
